,Unnamed: 0,totalprice,unitprice,shoufu,structure,jianzhumianji,shiyongmianji,shijianratio,year,totalfloor,louceng,chaoxiang,zhuangxiu,zhuzhiaweizhi,dis,y1,y2,c1,c2,x1,x2,sqjuli,fsqjuli
2447,2447,230.0,25275.0,69,"[u'3', u'2', u'1', u'1']",91.0,,None,2005,7,1,None,4,"(24.45277, 118.03486)",海沧区,54.0,13.0,10.0,10.0,21.0,21.0,"[4447.568166464526, 8152.066375788063, 10739.101346432273, 4971.99872414548, 11011.12585644176, 15451.198675157191, 12870.239256809988, 9257.513108357143, 5723.191502490181, 7719.95949302, 7719.95949302, 14657.08692079375, 3055.284844367794, 22150.745623050974, 29333.697720689306, 3978.5270450604726]","[5627.845411783619, 7384.3527695684725, 16320.266678414455, 16756.432730742366, 10507.522086166622]"
2448,2448,403.0,32500.0,120,"[u'3', u'2', u'1', u'2']",124.0,123.0,0.9919354838709677,2013,42,2,None,2,"(24.55961, 118.0643)",集美区,23.0,66.0,13.0,13.0,24.0,24.0,"[11858.13491199769, 11309.41941689813, 9072.693422616803, 7304.772794931721, 9883.685599238044, 12833.333471761807, 13495.5334304035, 10809.236432804011, 13887.763025364733, 11438.025573883026, 11438.025573883026, 3320.8142143863483, 9391.609920208852, 16345.215700788483, 17170.209221684152, 8524.175320934166]","[9618.003410700067, 8312.082051857164, 12345.106206927845, 15238.742852234178, 9344.651282926065]"
2449,2449,420.0,31819.0,126,"[u'3', u'2', u'1', u'2']",132.0,131.0,0.9924242424242424,2013,36,2,4,5,"(24.55961, 118.0643)",集美区,23.0,66.0,13.0,13.0,24.0,24.0,"[11858.13491199769, 11309.41941689813, 9072.693422616803, 7304.772794931721, 9883.685599238044, 12833.333471761807, 13495.5334304035, 10809.236432804011, 13887.763025364733, 11438.025573883026, 11438.025573883026, 3320.8142143863483, 9391.609920208852, 16345.215700788483, 17170.209221684152, 8524.175320934166]","[9618.003410700067, 8312.082051857164, 12345.106206927845, 15238.742852234178, 9344.651282926065]"
2450,2450,368.0,42791.0,110,"[u'3', u'2', u'1', u'2']",86.0,64.0,0.7441860465116279,1985,9,2,None,3,"(24.48099, 118.09096)",思明区,12.0,68.0,37.0,22.0,66.0,26.0,"[3301.4126994117787, 2704.0249943616423, 4251.815686427202, 5426.69127305184, 4543.179876550198, 9037.503179429114, 6992.458094301891, 3175.3289070489964, 4971.745433877561, 2596.4839130144055, 2596.4839130144055, 10291.389662355708, 5998.707495503665, 15661.385959358151, 25024.13184889409, 6044.581471870775]","[920.0129489403961, 1097.1866966151076, 9834.904923615164, 10579.785921204762, 4019.429752679978]"
2451,2451,435.0,30634.0,130,"[u'4', u'2', u'1', u'2']",142.0,141.0,0.9929577464788732,2014,15,2,None,4,"(24.56191, 118.06328)",集美区,29.0,70.0,14.0,14.0,25.0,10.0,"[12123.903033856026, 11583.649911546197, 9327.81794256907, 7513.316416085476, 10138.31556623392, 13045.341673382087, 13747.86566942647, 11079.475882761119, 14156.810866875001, 11712.827227440941, 11712.827227440941, 3301.7249551144723, 9595.719561880162, 16465.29845904192, 16968.14471602522, 8721.630744661563]","[9889.21021549434, 8587.00267362043, 12533.884196251462, 15455.996609540709, 9603.011867972747]"
2452,2452,335.0,60274.0,100,"[u'3', u'2', u'1', u'2']",55.0,55.0,1.0,2004,22,2,1,4,"(24.46698, 118.10692)",思明区,20.0,62.0,43.0,21.0,61.0,27.0,"[3232.1910245471304, 679.2200461506618, 4267.874076597754, 7527.011779724571, 4139.677762094657, 8191.578269719047, 5401.827242472928, 1931.7573514682144, 3899.585016020329, 357.98782646117803, 357.98782646117803, 11923.036934019292, 7756.072410015729, 15174.376148329779, 26413.65535088731, 7971.705002558921]","[2399.886445829312, 2822.6362251502946, 9303.3665306868, 9296.290087809612, 3891.6570197218653]"
2453,2453,600.0,49181.0,180,"[u'4', u'3', u'1', u'2']",122.0,121.0,0.9918032786885246,1998,31,1,None,3,"(24.46236, 118.07816)",思明区,15.0,41.0,30.0,13.0,14.0,27.0,"[997.3932275834467, 3639.5375779239803, 6524.692807690181, 5440.925820690082, 6664.291687300927, 11004.122841666258, 8361.824660865957, 4758.735587905168, 3078.0761584592883, 3222.215766342176, 3222.215766342176, 12445.40140301713, 5099.753897889532, 17846.542586376392, 27258.12576833032, 5515.602850336]","[1540.212861866208, 3525.4009984706163, 11975.781674702703, 12240.795833898834, 6233.65021901414]"
2454,2454,818.0,67604.0,245,"[u'4', u'2', u'1', u'2']",121.0,120.0,0.9917355371900827,2000,12,1,8,3,"(24.46262, 118.08084)",思明区,19.0,43.0,32.0,15.0,15.0,29.0,"[1046.8781181230447, 3366.955177287942, 6302.504307662123, 5615.094105802799, 6424.165051259521, 10746.96175692493, 8089.0329680698405, 4494.970618784454, 3026.0508723863427, 2948.9998190309593, 2948.9998190309593, 12386.568690112807, 5340.6554016507025, 17604.12623728142, 27185.59119700641, 5733.825649216462]","[1413.5721731498036, 3374.4558959829487, 11731.130915378313, 11971.059391341842, 6004.398293567567]"
2455,2455,818.0,58387.0,245,"[u'4', u'2', u'2', u'2']",140.0,138.0,0.9857142857142858,2006,32,3,2,3,"(24.46426, 118.07817)",思明区,17.0,41.0,31.0,13.0,13.0,27.0,"[1207.5174562147993, 3608.4691019696174, 6387.990154571391, 5293.744123640677, 6548.128976719374, 10914.055147131092, 8329.561541922032, 4687.368415656395, 3276.8523491701108, 3208.1300503888533, 3208.1300503888533, 12236.417353144243, 5022.826644173345, 17730.949315874204, 27050.48464918646, 5408.567120068704]","[1354.0030396911102, 3343.0386475021005, 11864.108539830384, 12186.594501662072, 6104.570567838175]"
2456,2456,880.0,58048.0,264,"[u'3', u'2', u'1', u'2']",151.0,150.0,0.9933774834437086,2005,32,3,6,5,"(24.46057, 118.07582)",思明区,13.0,36.0,30.0,12.0,13.0,26.0,"[849.9820081715778, 3910.2792941325242, 6833.8265944278555, 5424.535096344416, 6971.9085660286555, 11303.94946508918, 8629.306795146216, 5051.840262471665, 2984.6639940549717, 3481.5571233743362, 3481.5571233743362, 12672.859815431637, 4965.58578190062, 18153.73428802109, 27493.987898716987, 5426.350704513479]","[1827.0964258797842, 3816.0860992281855, 12282.256942571052, 12522.22360937076, 6542.7242418622145]"
2457,2457,715.0,51812.0,214,"[u'4', u'2', u'1', u'2']",138.0,137.0,0.9927536231884058,2004,36,3,2,4,"(24.46426, 118.07817)",思明区,17.0,41.0,31.0,13.0,13.0,27.0,"[1207.5174562147993, 3608.4691019696174, 6387.990154571391, 5293.744123640677, 6548.128976719374, 10914.055147131092, 8329.561541922032, 4687.368415656395, 3276.8523491701108, 3208.1300503888533, 3208.1300503888533, 12236.417353144243, 5022.826644173345, 17730.949315874204, 27050.48464918646, 5408.567120068704]","[1354.0030396911102, 3343.0386475021005, 11864.108539830384, 12186.594501662072, 6104.570567838175]"
2458,2458,596.0,38035.0,178,"[u'3', u'2', u'1', u'2']",156.0,155.0,0.9935897435897436,2003,30,3,8,3,"(24.46541, 118.08291)",思明区,21.0,46.0,31.0,16.0,14.0,29.0,"[1399.6347755624943, 3117.326579378177, 5939.847507352417, 5568.32783200493, 6076.149611237268, 10424.37516516255, 7836.372035919862, 4191.251299899015, 3284.715630059078, 2726.382354112626, 2726.382354112626, 12059.315482112563, 5435.471195476366, 17258.565288570197, 26847.81129318174, 5772.327678687059]","[1063.0569910111751, 3005.626482187913, 11388.293651096174, 11689.479691289904, 5646.454520689736]"
2459,2459,310.0,58053.0,93,"[u'2', u'2', u'1', u'1']",53.0,52.0,0.9811320754716981,2004,22,1,1,4,"(24.46698, 118.10692)",思明区,20.0,62.0,43.0,21.0,61.0,27.0,"[3232.1910245471304, 679.2200461506618, 4267.874076597754, 7527.011779724571, 4139.677762094657, 8191.578269719047, 5401.827242472928, 1931.7573514682144, 3899.585016020329, 357.98782646117803, 357.98782646117803, 11923.036934019292, 7756.072410015729, 15174.376148329779, 26413.65535088731, 7971.705002558921]","[2399.886445829312, 2822.6362251502946, 9303.3665306868, 9296.290087809612, 3891.6570197218653]"
2460,2460,315.0,63000.0,94,"[u'2', u'2', u'1', u'2']",50.0,49.0,0.98,2004,22,2,5,4,"(24.46698, 118.10692)",思明区,20.0,62.0,43.0,21.0,61.0,27.0,"[3232.1910245471304, 679.2200461506618, 4267.874076597754, 7527.011779724571, 4139.677762094657, 8191.578269719047, 5401.827242472928, 1931.7573514682144, 3899.585016020329, 357.98782646117803, 357.98782646117803, 11923.036934019292, 7756.072410015729, 15174.376148329779, 26413.65535088731, 7971.705002558921]","[2399.886445829312, 2822.6362251502946, 9303.3665306868, 9296.290087809612, 3891.6570197218653]"
2461,2461,670.0,59822.0,201,"[u'3', u'2', u'1', u'2']",112.0,111.0,0.9910714285714286,2004,36,3,2,3,"(24.46426, 118.07817)",思明区,17.0,41.0,31.0,13.0,13.0,27.0,"[1207.5174562147993, 3608.4691019696174, 6387.990154571391, 5293.744123640677, 6548.128976719374, 10914.055147131092, 8329.561541922032, 4687.368415656395, 3276.8523491701108, 3208.1300503888533, 3208.1300503888533, 12236.417353144243, 5022.826644173345, 17730.949315874204, 27050.48464918646, 5408.567120068704]","[1354.0030396911102, 3343.0386475021005, 11864.108539830384, 12186.594501662072, 6104.570567838175]"
2462,2462,868.0,55642.0,260,"[u'4', u'2', u'1', u'2']",156.0,155.0,0.9935897435897436,2007,29,2,4,4,"(24.46194, 118.08144)",思明区,19.0,43.0,31.0,15.0,15.0,29.0,"[988.5023741308974, 3321.452881407294, 6309.041390778918, 5711.028699428635, 6418.472386028071, 10725.792953647644, 8041.706233671664, 4467.135577744, 2938.1741880048976, 2896.6118686210493, 2896.6118686210493, 12455.579591061189, 5424.992053019631, 17595.62114117552, 27250.477852691358, 5824.341181224495]","[1470.3328705107533, 3417.25749310164, 11721.172261095306, 11932.635250685566, 6006.510769690116]"
2463,2463,838.0,51703.0,251,"[u'3', u'2', u'1', u'2']",162.0,162.0,1.0,2007,29,2,4,4,"(24.46082, 118.08095)",思明区,19.0,48.0,30.0,15.0,15.0,28.0,"[855.611789006847, 3396.9450020797403, 6430.460467612055, 5761.509122797038, 6531.952624614292, 10826.04464359274, 8112.893501398901, 4562.015811631699, 2830.500412313712, 2963.2898142144873, 2963.2898142144873, 12583.853580061656, 5426.844598154121, 17706.393132539957, 27380.75160549076, 5845.89716010757]","[1602.7184763829378, 3550.7893918848354, 11830.993961108406, 12014.60046838519, 6125.315404067551]"
2464,2464,370.0,49137.0,111,"[u'2', u'2', u'1', u'1']",75.0,74.0,0.9866666666666667,2000,12,2,5,3,"(24.49139, 118.13189)",思明区,40.0,143.0,43.0,20.0,14.0,38.0,"[6840.266747250363, 3191.8117188320457, 1178.3529629658547, 9286.802686362906, 514.680118100882, 4735.457179400875, 3373.6067685756852, 1826.5161220925177, 7545.340976097741, 3672.5853270294274, 3672.5853270294274, 9945.421104664376, 10222.045006928138, 11532.761965019801, 23674.91479545294, 10139.012944156666]","[5107.654395034849, 3720.711996858189, 5656.115681720288, 6370.646416915899, 854.3032941309908]"
2465,2465,418.0,41387.0,125,"[u'3', u'2', u'1', u'2']",101.0,100.0,0.9900990099009901,2001,7,2,None,3,"(24.49538, 118.14804)",湖里区,53.0,154.0,32.0,19.0,14.0,35.0,"[8428.288161829809, 4631.28644692828, 2240.4436915059036, 10902.217466096028, 1558.2812627361584, 3045.4673438534405, 2593.2964984391274, 3290.4192322250697, 8926.487885039078, 5125.252813164705, 5125.252813164705, 10322.872758804298, 11902.835628619534, 9952.84537233757, 23352.627548569086, 11795.106147689794]","[6796.458818103532, 5386.725391366041, 4088.8948008538673, 4756.654642408925, 2202.1318094355165]"
2466,2466,465.0,35770.0,139,"[u'3', u'2', u'1', u'3']",130.0,129.0,0.9923076923076923,2000,7,3,None,3,"(24.49352, 118.13971)",湖里区,49.0,157.0,35.0,21.0,13.0,39.0,"[7616.183286644917, 3878.908355465506, 1546.6676137147638, 10064.766745391797, 762.8759251746544, 3909.229882003381, 2915.571406976318, 2514.393948284119, 8216.317997170074, 4369.861503078669, 4369.861503078669, 10075.084600519618, 11038.245555380785, 10750.395514686803, 23482.290918440798, 10940.476782992573]","[5932.521391658935, 4526.4614074294595, 4873.36068608101, 5584.068403855915, 1409.958989841696]"
2467,2467,408.0,42500.0,122,"[u'3', u'2', u'1', u'1']",96.0,95.0,0.9895833333333334,1994,7,2,6,5,"(24.49171, 118.12122)",思明区,33.0,136.0,42.0,18.0,10.0,35.0,"[6049.625298615004, 2741.6181025658507, 1168.8561783195416, 8205.61530445388, 1254.1818892612307, 5760.311879958824, 4330.677819429637, 1568.533151962958, 6998.4351510383585, 3165.625365103981, 3165.625365103981, 9536.312679771285, 9154.225269026269, 12417.31955715156, 23623.869405094276, 9059.31178577628]","[4132.363023459435, 2642.4532006143054, 6563.577405333173, 7452.370361914092, 808.2613328744376]"
2468,2468,368.0,42299.0,110,"[u'3', u'2', u'1', u'1']",87.0,86.0,0.9885057471264368,1994,7,2,None,4,"(24.48993, 118.13312)",思明区,42.0,142.0,10.0,20.0,12.0,38.0,"[6842.037572443227, 3139.245495013627, 1378.9835957492623, 9423.96006363411, 671.6127806635681, 4673.685684938715, 3180.8030476187496, 1769.5319066651302, 7489.845524525042, 3625.822439893115, 3625.822439893115, 10143.348639101807, 10327.768370144731, 11524.523265436921, 23841.455227832856, 10260.072168383162]","[5169.72138644713, 3842.7112211888416, 5646.875463839397, 6247.413607818708, 1058.2858876247476]"
2469,2469,395.0,37620.0,118,"[u'3', u'2', u'1', u'2']",105.0,104.0,0.9904761904761905,1997,7,2,None,4,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2470,2470,348.0,33143.0,104,"[u'3', u'2', u'1', u'2']",105.0,104.0,0.9904761904761905,1998,7,3,None,2,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2471,2471,379.0,33840.0,113,"[u'3', u'2', u'1', u'2']",112.0,111.0,0.9910714285714286,2002,7,2,6,3,"(24.47951, 118.08948)",思明区,12.0,61.0,36.0,20.0,64.0,25.0,"[3094.075261388614, 2752.328086936015, 4465.647037488679, 5344.016388437762, 4743.76358266366, 9230.117410827685, 7127.062581947364, 3309.6838123000052, 4802.013329909662, 2605.299912222909, 2605.299912222909, 10459.514245575034, 5848.6053081040845, 15872.972386439194, 25206.53550362496, 5921.709256058207]","[697.794001440726, 1308.9318906967349, 10041.996477782057, 10747.461781664588, 4227.763646447162]"
2472,2472,370.0,38542.0,111,"[u'3', u'2', u'1', u'1']",96.0,95.0,0.9895833333333334,1998,7,3,None,3,"(24.47309, 118.1449)",思明区,18.0,99.0,35.0,17.0,60.0,31.0,"[7056.200040646428, 3230.216894790442, 3590.6501089547505, 10918.785600756091, 2821.8293727546115, 4759.211236277894, 1495.1319169855244, 2367.9734071945372, 7045.913948776937, 3666.5597289024213, 3666.5597289024213, 12335.268219659169, 11493.450245607406, 11856.033209409561, 25779.506659795716, 11581.725858090353]","[6089.682386807124, 5377.8979017422025, 6188.220088856092, 5433.853979758226, 3267.157686737695]"
2473,2473,450.0,35157.0,135,"[u'4', u'2', u'1', u'2']",128.0,127.0,0.9921875,2014,45,3,5,4,"(24.56191, 118.06328)",集美区,29.0,70.0,14.0,14.0,25.0,10.0,"[12123.903033856026, 11583.649911546197, 9327.81794256907, 7513.316416085476, 10138.31556623392, 13045.341673382087, 13747.86566942647, 11079.475882761119, 14156.810866875001, 11712.827227440941, 11712.827227440941, 3301.7249551144723, 9595.719561880162, 16465.29845904192, 16968.14471602522, 8721.630744661563]","[9889.21021549434, 8587.00267362043, 12533.884196251462, 15455.996609540709, 9603.011867972747]"
2474,2474,305.0,32106.0,91,"[u'3', u'2', u'1', u'1']",95.0,94.0,0.9894736842105263,1991,7,2,None,3,"(24.52063, 118.14923)",湖里区,60.0,149.0,25.0,10.0,57.0,19.0,"[10324.084931284722, 6863.201904769373, 3150.2103250931136, 11316.956084284802, 3204.417033321301, 3216.4853305783445, 5218.1511296605995, 5507.47109943436, 11209.72385928241, 7334.289753628796, 7334.289753628796, 8191.230404493102, 12717.222518040653, 8405.783347078948, 20589.36713463653, 12408.928085172209]","[8263.859968038305, 6435.12059027631, 2932.7206822455905, 5651.301409780176, 3472.0813772839333]"
2475,2475,458.0,37852.0,137,"[u'3', u'2', u'1', u'2']",121.0,120.0,0.9917355371900827,2009,7,3,None,2,"(24.46557, 118.11222)",思明区,19.0,55.0,46.0,19.0,66.0,22.0,"[3655.423792114173, 298.1562845127628, 4187.9456659809675, 8078.071909144086, 3955.6928349358873, 7823.143049634998, 4900.690351526227, 1661.8763612399782, 4059.8094185296272, 250.5806728936611, 250.5806728936611, 12152.012474656227, 8313.402153724353, 14851.999605212957, 26541.664286870382, 8531.135343885007]","[2957.672084140696, 3218.0460758586387, 8996.677134540661, 8832.046221456347, 3792.4205524920317]"
2476,2476,308.0,41622.0,92,"[u'3', u'2', u'1', u'1']",74.0,73.0,0.9864864864864865,1998,7,1,None,3,"(24.45826, 118.10281)",思明区,16.0,60.0,36.0,17.0,51.0,30.0,"[2501.825640270704, 1529.8237099816215, 5316.809760430299, 7658.671948723256, 5159.944167616827, 9068.176708682971, 6028.369206071763, 2895.4106489524584, 2854.546594214342, 1038.2281754097507, 1038.2281754097507, 12844.245292396432, 7599.3891715290565, 16103.191100003593, 27405.910631681934, 7933.794025737983]","[2585.407152778724, 3609.9349847074413, 10247.497447387443, 10006.161855941726, 4937.1010376415115]"
2477,2477,338.0,35958.0,101,"[u'3', u'2', u'1', u'1']",94.0,93.0,0.9893617021276596,2009,51,2,None,3,"(24.53417, 117.99314)",海沧区,21.0,40.0,1.0,1.0,11.0,11.0,"[12463.711183913842, 14235.183027503901, 14035.124592220176, 6297.6193782740775, 14760.493898206465, 18817.80757295644, 18117.370318757417, 14492.276782281071, 14522.272555600202, 14082.719055083504, 14082.719055083504, 11043.84587708169, 7146.142954523539, 23599.685325583774, 23051.09816955373, 6397.735646208281]","[11384.271104758905, 11438.21373387281, 18814.792699458616, 20979.4090269907, 14111.427797520299]"
2478,2478,265.0,35763.0,79,"[u'2', u'2', u'0', u'2']",74.0,73.0,0.9864864864864865,1991,5,1,None,3,"(24.45938, 118.07883)",思明区,18.0,44.0,30.0,13.0,13.0,28.0,"[665.7899556623274, 3644.705755026715, 6696.112301912947, 5726.731602169144, 6799.608663874684, 11090.07293948908, 8354.656083523458, 4823.605895167846, 2744.6744921623317, 3203.399037272209, 3203.399037272209, 12765.198383863131, 5297.680471433238, 17973.838237564516, 27572.479771135728, 5752.447592017488]","[1818.2750922038067, 3786.252955098935, 12098.303144333078, 12265.957096015567, 6392.131747579785]"
2479,2479,460.0,35659.0,138,"[u'4', u'2', u'1', u'2']",129.0,128.0,0.9922480620155039,2016,47,3,None,4,"(24.56191, 118.06328)",集美区,29.0,70.0,14.0,14.0,25.0,10.0,"[12123.903033856026, 11583.649911546197, 9327.81794256907, 7513.316416085476, 10138.31556623392, 13045.341673382087, 13747.86566942647, 11079.475882761119, 14156.810866875001, 11712.827227440941, 11712.827227440941, 3301.7249551144723, 9595.719561880162, 16465.29845904192, 16968.14471602522, 8721.630744661563]","[9889.21021549434, 8587.00267362043, 12533.884196251462, 15455.996609540709, 9603.011867972747]"
2480,2480,110.0,30556.0,33,"[u'1', u'1', u'1', u'1']",36.0,35.0,0.9722222222222222,2000,16,1,3,4,"(24.56186, 118.05359)",集美区,51.0,90.0,11.0,11.0,26.0,14.0,"[12283.885686766524, 12042.914539771446, 10026.726063067528, 7266.4870131881, 10838.77363623491, 13911.381570983034, 14457.71185667703, 11632.465613405739, 14359.972975039362, 12136.533984687116, 12136.533984687116, 4220.900775882144, 9309.928090086018, 17444.010558677684, 17348.09068491962, 8408.226841310297]","[10146.37823670306, 8998.16182520945, 13448.68335592139, 16307.24535700639, 10279.354194926442]"
2481,2481,630.0,56402.0,189,"[u'3', u'2', u'1', u'2']",111.0,110.0,0.990990990990991,2016,28,3,None,3,"(24.4924, 118.16944)",湖里区,29.0,121.0,27.0,12.0,11.0,28.0,"[10162.293724915078, 6280.004587096721, 4425.418255298532, 13080.763207218708, 3747.016302720288, 1569.726660059623, 2222.8086430760286, 5075.903715623365, 10317.277864914273, 6759.367923112505, 6759.367923112505, 11884.589822894777, 14018.180819585645, 8599.143487645544, 24008.140732942215, 13946.773837801766]","[8791.558735487846, 7528.401459724928, 3175.9238601539973, 2568.179005496262, 4394.436879326984]"
2482,2482,248.0,28838.0,74,"[u'3', u'2', u'1', u'1']",86.0,85.0,0.9883720930232558,2008,16,1,None,3,"(24.56186, 118.05359)",集美区,51.0,90.0,11.0,11.0,26.0,14.0,"[12283.885686766524, 12042.914539771446, 10026.726063067528, 7266.4870131881, 10838.77363623491, 13911.381570983034, 14457.71185667703, 11632.465613405739, 14359.972975039362, 12136.533984687116, 12136.533984687116, 4220.900775882144, 9309.928090086018, 17444.010558677684, 17348.09068491962, 8408.226841310297]","[10146.37823670306, 8998.16182520945, 13448.68335592139, 16307.24535700639, 10279.354194926442]"
2483,2483,385.0,33190.0,115,"[u'3', u'2', u'1', u'2']",116.0,115.0,0.9913793103448276,2015,35,1,None,4,"(24.55961, 118.0643)",集美区,23.0,66.0,13.0,13.0,24.0,24.0,"[11858.13491199769, 11309.41941689813, 9072.693422616803, 7304.772794931721, 9883.685599238044, 12833.333471761807, 13495.5334304035, 10809.236432804011, 13887.763025364733, 11438.025573883026, 11438.025573883026, 3320.8142143863483, 9391.609920208852, 16345.215700788483, 17170.209221684152, 8524.175320934166]","[9618.003410700067, 8312.082051857164, 12345.106206927845, 15238.742852234178, 9344.651282926065]"
2484,2484,378.0,22367.0,113,"[u'3', u'2', u'1', u'2']",169.0,168.0,0.9940828402366864,2016,25,2,None,3,"(24.48151, 118.04482)",海沧区,11.0,42.0,19.0,19.0,24.0,24.0,"[4639.7061366953485, 7124.876425915003, 8583.11898839988, 1809.4149156255266, 9048.902476251818, 13563.599538292608, 11658.523184876032, 7842.066247443641, 6683.0831026498145, 6833.301407616367, 6833.301407616367, 11342.265479394957, 1328.678981368626, 19839.87304746505, 25994.017311237756, 1525.4593809563598]","[4125.637313203657, 5195.70568231919, 14169.094675125292, 15234.2246297016, 8452.003868730804]"
2485,2485,528.0,40616.0,158,"[u'3', u'2', u'1', u'2']",130.0,129.0,0.9923076923076923,2000,17,1,5,2,"(24.47136, 118.11575)",思明区,25.0,72.0,46.0,20.0,72.0,24.0,"[4250.333436339711, 436.82620657640007, 3463.3255464213025, 8153.435643378372, 3222.100174342725, 7174.642263669114, 4455.741523244682, 939.3218568304009, 4788.893214294946, 918.2141090471857, 918.2141090471857, 11584.749132459521, 8567.644135661356, 14170.489808051963, 25888.04898748707, 8710.505288597366]","[3155.1507389503695, 2940.0691168185986, 8304.832263936318, 8301.827710153511, 3064.5403650888315]"
2486,2486,650.0,40373.0,195,"[u'3', u'2', u'1', u'2']",161.0,160.0,0.9937888198757764,2009,17,2,5,3,"(24.46857, 118.12103)",思明区,19.0,67.0,48.0,17.0,74.0,18.0,"[4608.2143155325375, 763.1551265806842, 3633.7926442990592, 8763.96620474869, 3257.66429271238, 6901.088731810422, 3961.554444951657, 1002.3391138848527, 4887.290401977289, 1201.2864688616821, 1201.2864688616821, 12002.49653033321, 9138.147235462748, 13954.863152446553, 26187.046688442617, 9302.362739628035]","[3732.0132117956214, 3540.897189149063, 8118.371654522145, 7879.526474189397, 3223.2178379808756]"
2487,2487,575.0,56931.0,172,"[u'3', u'2', u'1', u'2']",101.0,100.0,0.9900990099009901,2009,12,1,5,3,"(24.47224, 118.11358)",思明区,24.0,77.0,46.0,20.0,69.0,25.0,"[4106.054751177395, 471.8861866968328, 3450.487298160498, 7913.205625676069, 3265.449854181169, 7313.971752527862, 4668.8876569206805, 1042.8608155194706, 4746.256743485372, 877.8187202218523, 877.8187202218523, 11447.37366458699, 8338.233608292827, 14283.904263951736, 25797.966341396917, 8474.62259689307]","[2925.727955976955, 2716.833175896457, 8411.984936670224, 8489.591520904376, 3060.3288124451765]"
2488,2488,320.0,35556.0,96,"[u'2', u'1', u'1', u'1']",90.0,89.0,0.9888888888888889,2014,39,2,5,3,"(24.55961, 118.0643)",集美区,23.0,66.0,13.0,13.0,24.0,24.0,"[11858.13491199769, 11309.41941689813, 9072.693422616803, 7304.772794931721, 9883.685599238044, 12833.333471761807, 13495.5334304035, 10809.236432804011, 13887.763025364733, 11438.025573883026, 11438.025573883026, 3320.8142143863483, 9391.609920208852, 16345.215700788483, 17170.209221684152, 8524.175320934166]","[9618.003410700067, 8312.082051857164, 12345.106206927845, 15238.742852234178, 9344.651282926065]"
2489,2489,376.0,49474.0,112,"[u'2', u'2', u'1', u'1']",76.0,75.0,0.9868421052631579,2000,11,2,None,5,"(24.49139, 118.13189)",思明区,40.0,143.0,43.0,20.0,14.0,38.0,"[6840.266747250363, 3191.8117188320457, 1178.3529629658547, 9286.802686362906, 514.680118100882, 4735.457179400875, 3373.6067685756852, 1826.5161220925177, 7545.340976097741, 3672.5853270294274, 3672.5853270294274, 9945.421104664376, 10222.045006928138, 11532.761965019801, 23674.91479545294, 10139.012944156666]","[5107.654395034849, 3720.711996858189, 5656.115681720288, 6370.646416915899, 854.3032941309908]"
2490,2490,345.0,31945.0,103,"[u'3', u'2', u'1', u'2']",108.0,105.0,0.9722222222222222,1998,7,3,4,4,"(24.49486, 118.13874)",湖里区,52.0,158.0,37.0,21.0,13.0,39.0,"[7625.0717887768005, 3923.7008283596256, 1386.3840829813657, 9961.254537246015, 626.6352100281729, 3956.6825030305495, 3090.978912348482, 2554.694051162213, 8270.434260688562, 4411.933959800848, 4411.933959800848, 9897.912577722154, 10961.740186780351, 10743.5843192475, 23327.40320365683, 10850.714781207047]","[5894.659427403682, 4443.627930513941, 4866.0719915632135, 5691.040424431398, 1277.4745902950801]"
2491,2491,418.0,34263.0,125,"[u'3', u'2', u'1', u'2']",122.0,121.0,0.9918032786885246,2015,41,2,None,2,"(24.55961, 118.0643)",集美区,23.0,66.0,13.0,13.0,24.0,24.0,"[11858.13491199769, 11309.41941689813, 9072.693422616803, 7304.772794931721, 9883.685599238044, 12833.333471761807, 13495.5334304035, 10809.236432804011, 13887.763025364733, 11438.025573883026, 11438.025573883026, 3320.8142143863483, 9391.609920208852, 16345.215700788483, 17170.209221684152, 8524.175320934166]","[9618.003410700067, 8312.082051857164, 12345.106206927845, 15238.742852234178, 9344.651282926065]"
